,name,RA,DEC,Equinox
3816,NGC3695,11:29:14.2,+35:34:44,2000
3817,NGC3696,11:28:46.0,-11:15:16,2000
3818,NGC3697,11:28:42.7,+20:47:44,2000
3819,NGC3697,11:28:54.7,+20:42:44,2000
3820,NGC3697,11:28:54.7,+20:43:44,2000
3821,NGC3698,11:29:02.2,+35:39:44,2000
3822,NGC3699,11:27:50.7,-59:56:16,2000
3823,NGC3700,11:29:32.2,+35:30:44,2000
3824,NGC3701,11:29:25.0,+24:04:44,2000
3825,NGC3702,11:30:10.2,-08:52:17,2000
3826,NGC3703,11:29:34.2,-08:37:17,2000
3827,NGC3704,11:29:58.0,-11:30:17,2000
3828,NGC3705,11:30:05.6,+09:16:43,2000
3829,NGC3705,11:30:29.6,+09:21:43,2000
3830,NGC3705,11:29:47.6,+09:10:44,2000
3831,NGC3706,11:29:43.6,-36:24:17,2000
3832,NGC3707,11:30:04.0,-11:32:17,2000
3833,NGC3708,11:30:40.7,-03:13:17,2000
3834,NGC3709,11:30:40.7,-03:15:17,2000
3835,NGC3710,11:31:00.7,+22:45:43,2000
3836,NGC3711,11:29:22.0,-11:04:16,2000
3837,NGC3712,11:31:07.3,+28:33:43,2000
3838,NGC3713,11:31:37.2,+28:08:43,2000
3839,NGC3714,11:31:49.2,+28:21:43,2000
3840,NGC3715,11:31:27.8,-14:12:17,2000
3841,NGC3716,11:31:41.2,+03:29:43,2000
3842,NGC3717,11:31:26.4,-30:15:17,2000
3843,NGC3718,11:32:34.4,+53:04:43,2000
3844,NGC3719,11:32:17.0,+00:49:43,2000
3845,NGC3720,11:32:23.0,+00:48:43,2000
3846,NGC3721,11:34:22.3,-09:35:18,2000
3847,NGC3722,11:34:28.3,-09:39:18,2000
3848,NGC3723,11:32:22.2,-09:58:17,2000
3849,NGC3724,11:34:28.3,-09:41:18,2000
3850,NGC3725,11:33:36.3,+61:53:43,2000
3851,NGC3726,11:33:21.2,+47:01:43,2000
3852,NGC3727,11:33:40.0,-13:52:18,2000
3853,NGC3728,11:33:12.7,+24:26:43,2000
3854,NGC3729,11:33:52.1,+53:07:43,2000
3855,NGC3730,11:34:40.3,-09:37:18,2000
3856,NGC3731,11:34:11.8,+12:31:42,2000
3857,NGC3732,11:34:16.3,-09:50:18,2000
3858,NGC3733,11:35:04.2,+54:51:42,2000
3859,NGC3734,11:34:40.0,-14:06:18,2000
3860,NGC3735,11:36:03.1,+70:32:42,2000
3861,NGC3736,11:35:35.3,+73:27:42,2000
3862,NGC3737,11:35:40.1,+54:57:42,2000
3863,NGC3737,11:35:28.2,+54:56:42,2000
3864,NGC3738,11:35:52.0,+54:31:42,2000
3865,NGC3739,11:35:36.6,+25:03:42,2000
3866,NGC3740,11:36:11.1,+59:58:42,2000
3867,NGC3741,11:36:02.5,+45:17:42,2000
3868,NGC3742,11:35:26.1,-37:56:18,2000
3869,NGC3743,11:35:48.4,+21:43:42,2000
3870,NGC3744,11:35:48.5,+22:59:42,2000
3871,NGC3745,11:36:12.3,+21:45:42,2000
3872,NGC3746,11:35:42.4,+21:44:42,2000
3873,NGC3747,11:37:29.6,+74:58:42,2000
3874,NGC3748,11:36:12.3,+21:46:42,2000
3875,NGC3749,11:35:50.1,-37:59:18,2000
3876,NGC3750,11:36:18.3,+21:42:42,2000
3877,NGC3751,11:36:24.3,+21:40:42,2000
3878,NGC3752,11:32:08.1,+74:37:43,2000
3879,NGC3753,11:36:24.3,+21:42:42,2000
3880,NGC3754,11:36:24.3,+21:42:42,2000
3881,NGC3755,11:36:31.5,+36:24:42,2000
3882,NGC3756,11:36:51.7,+54:17:42,2000
3883,NGC3757,11:37:04.5,+58:25:42,2000
3884,NGC3758,11:36:24.3,+21:35:42,2000
3885,NGC3759,11:36:57.8,+54:49:42,2000
3886,NGC3759,11:36:57.9,+55:09:42,2000
3887,NGC3760,11:36:36.3,+21:49:42,2000
3888,NGC3761,11:36:48.4,+22:59:42,2000
3889,NGC3762,11:37:29.2,+61:45:42,2000
3890,NGC3763,11:36:22.3,-09:50:18,2000
3891,NGC3764,11:36:54.0,+17:53:42,2000
3892,NGC3765,11:37:06.5,+24:06:42,2000
3893,NGC3766,11:36:10.4,-61:36:19,2000
3894,NGC3767,11:37:18.0,+16:52:42,2000
3895,NGC3768,11:37:12.0,+17:50:42,2000
3896,NGC3769,11:37:38.6,+47:53:42,2000
3897,NGC3769,11:37:44.6,+47:53:42,2000
3898,NGC3770,11:37:58.6,+59:36:42,2000
3899,NGC3771,11:38:22.4,-09:20:19,2000
3900,NGC3772,11:37:48.3,+22:41:42,2000
3901,NGC3773,11:38:11.6,+12:06:41,2000
3902,NGC3774,11:38:34.4,-08:59:19,2000
3903,NGC3775,11:38:16.3,-10:37:19,2000
3904,NGC3776,11:38:16.7,-03:20:19,2000
3905,NGC3777,11:36:04.1,-12:34:18,2000
3906,NGC3778,11:38:19.0,-50:42:19,2000
3907,NGC3779,11:38:40.3,-10:34:19,2000
3908,NGC3780,11:39:27.6,+56:16:41,2000
3909,NGC3781,11:39:00.5,+26:21:41,2000
3910,NGC3782,11:39:20.2,+46:30:41,2000
3911,NGC3783,11:38:56.5,-37:44:19,2000
3912,NGC3784,11:39:24.5,+26:19:41,2000
3913,NGC3785,11:39:30.4,+26:18:41,2000
3914,NGC3786,11:39:42.8,+31:54:41,2000
3915,NGC3787,11:39:42.1,+20:28:41,2000
3916,NGC3788,11:39:42.8,+31:56:41,2000
3917,NGC3789,11:39:40.4,-09:38:19,2000
3918,NGC3790,11:39:47.9,+17:42:41,2000
3919,NGC3791,11:39:46.4,-09:23:19,2000
3920,NGC3792,11:39:47.2,+04:59:41,2000
3921,NGC3793,11:39:24.8,+31:51:41,2000
3922,NGC3794,11:39:33.3,+55:10:41,2000
3923,NGC3795,11:40:09.8,+58:37:41,2000
3924,NGC3795,11:39:21.9,+58:16:41,2000
3925,NGC3795,11:38:10.3,+58:45:42,2000
3926,NGC3796,11:40:34.1,+60:17:41,2000
3927,NGC3797,11:40:12.8,+31:54:41,2000
3928,NGC3798,11:40:12.3,+24:42:41,2000
3929,NGC3799,11:40:11.7,+15:19:41,2000
3930,NGC3800,11:40:11.7,+15:20:41,2000
3931,NGC3801,11:40:17.9,+17:43:41,2000
3932,NGC3802,11:40:17.9,+17:46:41,2000
3933,NGC3803,11:40:17.9,+17:48:41,2000
3934,NGC3804,11:40:57.2,+56:12:41,2000
3935,NGC3805,11:40:48.0,+20:21:41,2000
3936,NGC3806,11:40:47.8,+17:47:41,2000
3937,NGC3807,11:40:47.8,+17:48:41,2000
3938,NGC3808,11:40:48.1,+22:26:41,2000
3939,NGC3809,11:41:15.8,+59:53:41,2000
3940,NGC3810,11:40:59.5,+11:28:41,2000
3941,NGC3811,11:41:14.0,+47:41:41,2000
3942,NGC3812,11:41:06.2,+24:50:41,2000
3943,NGC3813,11:41:19.0,+36:32:41,2000
3944,NGC3814,11:41:30.2,+24:48:41,2000
3945,NGC3815,11:41:42.2,+24:48:41,2000
3946,NGC3816,11:41:47.9,+20:06:41,2000
3947,NGC3817,11:41:53.4,+10:18:41,2000
3948,NGC3818,11:41:58.6,-06:09:19,2000
3949,NGC3819,11:42:05.4,+10:21:41,2000
3950,NGC3820,11:42:05.4,+10:23:41,2000
3951,NGC3821,11:42:11.9,+20:19:41,2000
3952,NGC3822,11:42:11.4,+10:16:41,2000
3953,NGC3823,11:42:10.3,-13:51:20,2000
3954,NGC3824,11:42:44.4,+52:47:41,2000
3955,NGC3825,11:42:23.4,+10:16:41,2000
3956,NGC3826,11:42:24.2,+26:29:41,2000
3957,NGC3827,11:42:35.8,+18:50:41,2000
3958,NGC3828,11:42:53.7,+16:29:41,2000
3959,NGC3829,11:43:26.2,+52:42:41,2000
3960,NGC3830,11:43:12.2,+26:34:41,2000
3961,NGC3831,11:43:10.3,-12:52:20,2000
3962,NGC3832,11:43:30.0,+22:43:40,2000
3963,NGC3833,11:43:29.4,+10:09:40,2000
3964,NGC3834,11:43:35.8,+19:05:40,2000
3965,NGC3835,11:44:09.1,+60:07:40,2000
3966,NGC3835,11:47:14.4,+60:17:40,2000
3967,NGC3836,11:43:28.2,-16:48:20,2000
3968,NGC3837,11:43:53.8,+19:53:40,2000
3969,NGC3838,11:44:14.7,+57:57:40,2000
3970,NGC3839,11:43:53.4,+10:47:40,2000
3971,NGC3840,11:43:53.8,+20:04:40,2000
3972,NGC3841,11:43:59.8,+19:58:40,2000
3973,NGC3842,11:43:59.8,+19:56:40,2000
3974,NGC3843,11:43:53.3,+07:55:40,2000
3975,NGC3844,11:43:59.8,+20:01:40,2000
3976,NGC3845,11:44:05.8,+19:59:40,2000
3977,NGC3846,11:44:26.4,+55:39:40,2000
3978,NGC3846,11:44:14.3,+55:02:40,2000
3979,NGC3847,11:44:12.5,+33:30:40,2000
3980,NGC3848,11:43:41.4,+10:15:40,2000
3981,NGC3849,11:44:11.1,+03:09:40,2000
3982,NGC3850,11:45:32.2,+55:53:40,2000
3983,NGC3851,11:44:17.8,+19:58:40,2000
3984,NGC3852,11:44:23.4,+10:17:40,2000
3985,NGC3853,11:44:23.6,+16:33:40,2000
3986,NGC3854,11:44:28.5,-09:22:20,2000
3987,NGC3855,11:44:42.4,+33:18:40,2000
3988,NGC3856,11:44:42.5,+33:21:40,2000
3989,NGC3857,11:44:47.7,+19:32:40,2000
3990,NGC3858,11:44:46.5,-09:17:20,2000
3991,NGC3859,11:44:53.7,+19:27:40,2000
3992,NGC3860,11:44:35.8,+19:48:40,2000
3993,NGC3860,11:44:35.8,+19:47:40,2000
3994,NGC3861,11:44:47.8,+19:59:40,2000
3995,NGC3861,11:44:47.8,+19:58:40,2000
3996,NGC3862,11:45:05.7,+19:36:40,2000
3997,NGC3863,11:45:05.3,+08:28:40,2000
3998,NGC3864,11:45:11.7,+19:23:40,2000
3999,NGC3865,11:45:16.6,-09:12:20,2000
4000,NGC3866,11:45:16.6,-09:20:20,2000
4001,NGC3867,11:45:23.7,+19:23:40,2000
4002,NGC3868,11:45:23.7,+19:26:40,2000
4003,NGC3869,11:45:47.3,+10:49:40,2000
4004,NGC3870,11:45:55.5,+50:13:40,2000
4005,NGC3871,11:46:06.3,+33:06:40,2000
4006,NGC3872,11:45:47.5,+13:46:40,2000
4007,NGC3873,11:45:41.7,+19:46:40,2000
4008,NGC3874,11:45:47.2,+08:32:40,2000
4009,NGC3875,11:45:47.7,+19:45:40,2000
4010,NGC3876,11:45:23.3,+09:09:40,2000
4011,NGC3877,11:46:07.2,+47:29:40,2000
4012,NGC3878,11:46:12.3,+33:11:40,2000
4013,NGC3879,11:46:52.3,+69:23:40,2000
4014,NGC3880,11:46:18.3,+33:09:40,2000
4015,NGC3881,11:46:30.3,+33:06:40,2000
4016,NGC3882,11:46:01.7,-56:21:20,2000
4017,NGC3883,11:46:47.7,+20:41:40,2000
4018,NGC3884,11:46:11.7,+20:24:40,2000
4019,NGC3885,11:46:45.9,-27:55:20,2000
4020,NGC3886,11:47:05.6,+19:50:40,2000
4021,NGC3887,11:47:10.3,-16:51:20,2000
4022,NGC3888,11:47:31.8,+55:58:40,2000
4023,NGC3889,11:45:38.2,+55:54:40,2000
4024,NGC3890,11:49:22.8,+74:19:40,2000
4025,NGC3891,11:48:00.0,+30:22:40,2000
4026,NGC3892,11:48:04.6,-10:57:20,2000
4027,NGC3893,11:48:36.9,+48:42:40,2000
4028,NGC3894,11:48:49.8,+59:25:40,2000
4029,NGC3895,11:49:01.8,+59:26:40,2000
4030,NGC3896,11:48:54.9,+48:40:40,2000
4031,NGC3897,11:49:00.1,+35:01:40,2000
4032,NGC3898,11:49:13.4,+56:05:40,2000
4033,NGC3899,11:49:11.8,+26:27:40,2000
4034,NGC3900,11:49:11.8,+27:01:40,2000
4035,NGC3901,11:42:58.5,+77:23:41,2000
4036,NGC3902,11:49:17.7,+26:07:40,2000
4037,NGC3903,11:49:03.6,-37:30:21,2000
4038,NGC3904,11:49:16.0,-29:18:21,2000
4039,NGC3905,11:49:04.6,-09:45:20,2000
4040,NGC3906,11:49:36.7,+48:25:40,2000
4041,NGC3907,11:49:28.9,-01:04:20,2000
4042,NGC3907,11:49:22.9,-01:04:20,2000
4043,NGC3908,11:49:53.3,+12:10:40,2000
4044,NGC3909,11:49:33.1,-48:15:21,2000
4045,NGC3910,11:49:59.5,+21:21:40,2000
4046,NGC3911,11:49:23.7,+24:56:40,2000
4047,NGC3912,11:50:05.7,+26:28:40,2000
4048,NGC3913,11:51:01.0,+55:23:40,2000
4049,NGC3914,11:50:35.1,+06:34:39,2000
4050,NGC3915,11:50:34.8,-05:08:21,2000
4051,NGC3916,11:50:49.0,+55:08:40,2000
4052,NGC3917,11:51:24.6,+51:49:40,2000
4053,NGC3917,11:51:12.7,+52:00:40,2000
4054,NGC3918,11:50:14.6,-57:10:21,2000
4055,NGC3919,11:50:35.5,+20:00:40,2000
4056,NGC3920,11:50:05.6,+24:56:40,2000
4057,NGC3921,11:50:37.0,+55:03:40,2000
4058,NGC3922,11:51:12.6,+50:10:40,2000
4059,NGC3923,11:51:04.2,-28:49:21,2000
4060,NGC3924,11:52:36.3,+50:01:39,2000
4061,NGC3925,11:51:17.5,+21:54:39,2000
4062,NGC3926,11:51:29.5,+22:02:39,2000
4063,NGC3926,11:51:29.5,+22:02:39,2000
4064,NGC3927,11:51:35.6,+28:08:39,2000
4065,NGC3928,11:51:48.4,+48:41:40,2000
4066,NGC3929,11:51:41.4,+21:00:39,2000
4067,NGC3930,11:51:47.9,+38:01:39,2000
4068,NGC3930,11:51:36.0,+38:01:40,2000
4069,NGC3931,11:51:12.7,+52:00:40,2000
4070,NGC3932,11:52:30.3,+48:27:39,2000
4071,NGC3933,11:51:59.3,+16:48:39,2000
4072,NGC3934,11:52:11.3,+16:51:39,2000
4073,NGC3935,11:52:23.7,+32:24:39,2000
4074,NGC3936,11:52:28.3,-26:53:21,2000
4075,NGC3937,11:52:41.4,+20:38:39,2000
4076,NGC3938,11:52:48.0,+44:07:39,2000
4077,NGC3939,11:53:15.0,+75:06:39,2000
4078,NGC3940,11:52:41.4,+21:00:39,2000
4079,NGC3941,11:52:53.8,+36:59:39,2000
4080,NGC3942,11:51:22.6,-11:24:21,2000
4081,NGC3943,11:52:53.3,+20:29:39,2000
4082,NGC3944,11:53:05.5,+26:13:39,2000
4083,NGC3945,11:53:12.9,+60:40:39,2000
4084,NGC3946,11:53:23.3,+21:02:39,2000
4085,NGC3947,11:53:23.3,+20:45:39,2000
4086,NGC3948,11:53:29.3,+20:57:39,2000
4087,NGC3949,11:53:42.0,+47:51:39,2000
4088,NGC3950,11:53:42.0,+47:55:39,2000
4089,NGC3951,11:53:41.4,+23:23:39,2000
4090,NGC3952,11:53:40.8,-03:59:21,2000
4091,NGC3953,11:53:48.2,+52:19:39,2000
4092,NGC3954,11:53:41.3,+20:53:39,2000
4093,NGC3955,11:54:04.5,-23:10:21,2000
4094,NGC3956,11:54:10.6,-20:34:21,2000
4095,NGC3957,11:54:10.6,-19:33:21,2000
4096,NGC3958,11:54:36.3,+58:22:39,2000
4097,NGC3959,11:54:34.8,-07:44:21,2000
4098,NGC3960,11:50:50.8,-55:41:21,2000
4099,NGC3961,11:55:01.1,+69:19:39,2000
4100,NGC3962,11:54:46.7,-13:58:21,2000
4101,NGC3963,11:55:00.3,+58:29:39,2000
4102,NGC3964,11:54:47.4,+28:15:39,2000
4103,NGC3965,11:55:04.8,-10:52:21,2000
4104,NGC3966,11:55:41.4,+32:11:39,2000
4105,NGC3967,11:55:10.8,-07:50:21,2000
4106,NGC3968,11:55:29.1,+11:58:39,2000
4107,NGC3969,11:55:04.6,-18:56:21,2000
4108,NGC3970,11:55:16.8,-12:02:21,2000
4109,NGC3971,11:55:35.3,+29:59:39,2000
4110,NGC3972,11:55:47.9,+55:19:39,2000
4111,NGC3973,11:55:35.1,+12:00:39,2000
4112,NGC3974,11:55:40.8,-12:00:21,2000
4113,NGC3975,11:55:54.1,+60:31:39,2000
4114,NGC3976,11:55:59.0,+06:45:39,2000
4115,NGC3976,11:55:59.0,+06:41:39,2000
4116,NGC3977,11:56:05.9,+55:23:39,2000
4117,NGC3978,11:56:12.1,+60:31:39,2000
4118,NGC3979,11:56:04.9,-02:42:21,2000
4119,NGC3980,11:56:11.9,+55:23:39,2000
4120,NGC3981,11:56:16.7,-19:53:21,2000
4121,NGC3982,11:56:29.8,+55:07:39,2000
4122,NGC3983,11:56:23.2,+23:52:39,2000
4123,NGC3984,11:57:47.2,+29:02:39,2000
4124,NGC3985,11:56:41.6,+48:20:39,2000
4125,NGC3986,11:56:47.3,+32:01:39,2000
4126,NGC3987,11:57:17.2,+25:12:39,2000
4127,NGC3988,11:57:23.2,+27:52:39,2000
4128,NGC3989,11:57:23.1,+25:13:39,2000
4129,NGC3990,11:57:35.6,+55:27:39,2000
4130,NGC3991,11:57:29.2,+32:20:39,2000
4131,NGC3992,11:57:35.5,+53:22:39,2000
4132,NGC3993,11:57:41.1,+25:14:39,2000
4133,NGC3994,11:57:35.2,+32:16:39,2000
4134,NGC3995,11:57:47.2,+32:17:39,2000
4135,NGC3996,11:57:47.0,+14:18:39,2000
4136,NGC3997,11:57:47.1,+25:16:39,2000
4137,NGC3998,11:57:59.5,+55:27:39,2000
4138,NGC3999,11:58:23.1,+25:08:39,2000
4139,NGC4000,11:57:59.1,+25:08:39,2000
4140,NGC4001,11:58:05.3,+47:19:39,2000
4141,NGC4002,11:57:59.1,+23:12:39,2000
4142,NGC4003,11:57:59.1,+23:07:39,2000
4143,NGC4004,11:57:59.1,+27:52:39,2000
4144,NGC4004,11:57:53.1,+27:53:39,2000
4145,NGC4005,11:58:11.1,+25:07:39,2000
4146,NGC4006,11:58:10.9,-02:05:21,2000
4147,NGC4007,11:58:05.1,+23:07:39,2000
4148,NGC4008,11:58:17.1,+28:11:39,2000
4149,NGC4009,11:58:23.1,+25:12:39,2000
4150,NGC4010,11:58:35.2,+47:15:39,2000
4151,NGC4011,11:58:23.1,+25:06:39,2000
4152,NGC4012,11:58:29.0,+10:01:39,2000
4153,NGC4013,11:58:35.2,+43:57:39,2000
4154,NGC4014,11:58:35.0,+16:10:39,2000
4155,NGC4015,11:58:41.1,+25:02:39,2000
4156,NGC4016,11:58:29.1,+27:32:39,2000
4157,NGC4017,11:58:53.1,+27:28:39,2000
4158,NGC4018,11:58:41.1,+25:19:39,2000
4159,NGC4019,11:58:53.0,+14:12:39,2000
4160,NGC4020,11:58:59.1,+30:24:39,2000
4161,NGC4021,11:58:59.0,+25:05:39,2000
4162,NGC4022,11:58:59.0,+25:13:39,2000
4163,NGC4023,11:59:05.0,+24:59:39,2000
4164,NGC4024,11:58:34.8,-18:21:21,2000
4165,NGC4025,11:59:11.1,+37:47:39,2000
4166,NGC4026,11:59:23.1,+50:57:39,2000
4167,NGC4027,11:59:34.9,-19:15:21,2000
4168,NGC4028,11:59:53.0,+16:13:39,2000
4169,NGC4029,12:00:04.9,+08:11:39,2000
4170,NGC4030,12:00:22.9,-01:05:21,2000
4171,NGC4031,12:00:28.9,+31:56:39,2000
4172,NGC4032,12:00:34.9,+20:04:39,2000
4173,NGC4033,12:00:34.9,-17:50:21,2000
4174,NGC4034,12:01:28.6,+69:18:39,2000
4175,NGC4035,12:00:28.9,-15:57:21,2000
4176,NGC4036,12:01:28.7,+61:53:39,2000
4177,NGC4037,12:01:22.9,+13:24:39,2000
4178,NGC4117,12:07:45.9,+43:07:39,2000
4179,NGC4038,12:01:53.0,-18:51:21,2000
4180,NGC4039,12:01:53.0,-18:52:21,2000
4181,NGC4040,12:02:10.8,+17:49:39,2000
4182,NGC4041,12:02:10.5,+62:08:39,2000
4183,NGC4042,12:02:22.8,+20:08:39,2000
4184,NGC4043,12:02:22.9,+04:20:39,2000
4185,NGC4044,12:02:28.9,-00:11:21,2000
4186,NGC4045,12:03:40.9,+01:58:39,2000
4187,NGC4045,12:02:46.9,+01:57:39,2000
4188,NGC4046,12:02:46.9,+01:44:39,2000
4189,NGC4047,12:03:52.4,+48:38:39,2000
4190,NGC4048,12:02:52.8,+18:00:39,2000
4191,NGC4049,12:02:58.8,+18:45:39,2000
4192,NGC4050,12:02:59.0,-16:22:21,2000
4193,NGC4051,12:04:10.4,+44:32:39,2000
4194,NGC4052,12:01:53.3,-63:11:21,2000
4195,NGC4053,12:03:10.8,+19:43:39,2000
4196,NGC4054,12:03:10.3,+57:53:39,2000
4197,NGC4055,12:03:40.7,+21:03:39,2000
4198,NGC4056,12:03:58.7,+20:18:39,2000
4199,NGC4057,12:05:16.7,+20:18:39,2000
4200,NGC4058,12:03:46.9,+03:33:39,2000
4201,NGC4059,12:03:52.7,+21:18:39,2000
4202,NGC4060,12:04:04.7,+20:20:39,2000
4203,NGC4061,12:04:04.7,+20:13:39,2000
4204,NGC4062,12:04:04.6,+31:54:39,2000
4205,NGC4063,12:04:04.9,+01:51:39,2000
4206,NGC4064,12:04:10.7,+18:26:39,2000
4207,NGC4065,12:04:10.7,+20:13:39,2000
4208,NGC4066,12:04:10.7,+20:21:39,2000
4209,NGC4067,12:04:10.8,+10:51:39,2000
4210,NGC4068,12:04:04.3,+52:35:39,2000
4211,NGC4069,12:04:10.7,+20:19:39,2000
4212,NGC4070,12:04:10.7,+20:25:39,2000
4213,NGC4071,12:04:12.1,-67:18:21,2000
4214,NGC4072,12:04:16.7,+20:12:39,2000
4215,NGC4073,12:04:28.9,+01:54:39,2000
4216,NGC4074,12:04:34.7,+20:19:39,2000
4217,NGC4075,12:04:40.9,+02:04:39,2000
4218,NGC4076,12:04:34.7,+20:11:39,2000
4219,NGC4077,12:04:40.9,+01:47:39,2000
4220,NGC4078,12:04:46.8,+10:35:39,2000
4221,NGC4079,12:04:52.9,-02:22:21,2000
4222,NGC4080,12:04:58.6,+26:59:39,2000
4223,NGC4081,12:04:33.7,+64:26:39,2000
4224,NGC4082,12:05:16.8,+10:40:39,2000
4225,NGC4083,12:05:16.8,+10:36:39,2000
4226,NGC4084,12:05:16.7,+21:13:39,2000
4227,NGC4085,12:05:22.1,+50:21:39,2000
4228,NGC4086,12:05:28.7,+20:14:39,2000
4229,NGC4087,12:05:35.3,-26:33:21,2000
4230,NGC4088,12:05:34.0,+50:32:39,2000
4231,NGC4089,12:05:34.6,+20:33:39,2000
4232,NGC4090,12:05:28.7,+20:18:39,2000
4233,NGC4091,12:05:40.6,+20:33:39,2000
4234,NGC4092,12:05:52.6,+20:29:39,2000
4235,NGC4093,12:05:52.6,+20:32:39,2000
4236,NGC4094,12:05:53.1,-14:32:21,2000
4237,NGC4095,12:05:58.6,+20:34:39,2000
4238,NGC4096,12:06:04.1,+47:28:39,2000
4239,NGC4097,12:06:04.3,+36:51:39,2000
4240,NGC4098,12:06:04.6,+20:36:39,2000
4241,NGC4099,12:06:04.6,+20:38:39,2000
4242,NGC4100,12:06:10.0,+49:35:39,2000
4243,NGC4101,12:06:10.5,+25:33:39,2000
4244,NGC4102,12:06:27.8,+52:42:39,2000
4245,NGC4103,12:06:42.5,-61:14:21,2000
4246,NGC4104,12:06:40.4,+28:10:39,2000
4247,NGC4105,12:06:41.4,-29:46:21,2000
4248,NGC4106,12:06:47.4,-29:47:21,2000
4249,NGC4107,12:06:46.8,+10:36:39,2000
4250,NGC4108,12:06:50.8,+67:10:39,2000
4251,NGC4108,12:05:57.1,+67:15:39,2000
4252,NGC4108,12:07:08.6,+67:14:39,2000
4253,NGC4109,12:06:52.1,+42:59:39,2000
4254,NGC4110,12:07:04.6,+18:31:39,2000
4255,NGC4111,12:07:04.0,+43:04:39,2000
4256,NGC4112,12:07:05.7,-40:11:21,2000
4257,NGC4113,12:07:10.3,+33:59:39,2000
4258,NGC4114,12:07:17.2,-14:11:21,2000
4259,NGC4115,12:07:10.7,+14:24:39,2000
4260,NGC4116,12:07:40.9,+02:41:39,2000
4261,NGC4118,12:07:51.9,+43:06:39,2000
4262,NGC4119,12:07:52.7,+09:32:39,2000
4263,NGC4120,12:08:31.8,+69:32:40,2000
4264,NGC4121,12:07:50.6,+65:07:39,2000
4265,NGC4122,12:07:10.3,+32:59:39,2000
4266,NGC4123,12:08:10.9,+02:52:39,2000
4267,NGC4124,12:08:10.7,+10:22:39,2000
4268,NGC4125,12:08:02.6,+65:10:39,2000
4269,NGC4126,12:08:40.6,+16:08:39,2000
4270,NGC4127,12:08:24.0,+76:48:40,2000
4271,NGC4128,12:08:31.9,+68:46:40,2000
4272,NGC4128,12:08:02.1,+68:46:39,2000
4273,NGC4129,12:08:53.1,-09:01:21,2000
4274,NGC4130,12:08:53.0,-04:00:21,2000
4275,NGC4131,12:08:46.3,+29:18:39,2000
4276,NGC4132,12:09:04.2,+29:14:39,2000
4277,NGC4133,12:08:36.6,+74:55:40,2000
4278,NGC4134,12:09:10.2,+29:10:39,2000
4279,NGC4135,12:09:09.7,+44:00:39,2000
4280,NGC4136,12:09:22.2,+29:55:39,2000
4281,NGC4137,12:09:21.7,+44:05:40,2000
4282,NGC4138,12:09:33.7,+43:41:40,2000
4283,NGC4139,12:09:34.9,+01:48:39,2000
4284,NGC4140,12:09:40.9,+01:47:39,2000
4285,NGC4141,12:09:44.7,+58:50:40,2000
4286,NGC4142,12:09:33.2,+53:06:40,2000
4287,NGC4143,12:09:39.7,+42:32:40,2000
4288,NGC4144,12:10:03.5,+46:27:40,2000
4289,NGC4145,12:10:03.8,+39:53:40,2000
4290,NGC4145,12:10:51.7,+39:44:40,2000
4291,NGC4146,12:10:22.2,+26:25:40,2000
4292,NGC4147,12:10:10.5,+18:32:39,2000
4293,NGC4148,12:10:09.9,+35:52:40,2000
4294,NGC4149,12:10:26.6,+58:18:40,2000
4295,NGC4150,12:10:34.1,+30:24:40,2000
4296,NGC4151,12:10:33.7,+39:24:40,2000
4297,NGC4152,12:10:40.5,+16:02:39,2000
4298,NGC4153,12:10:46.4,+18:21:40,2000
4299,NGC4154,12:10:44.5,+58:20:40,2000
4300,NGC4155,12:10:46.4,+19:02:40,2000
4301,NGC4156,12:10:51.7,+39:28:40,2000
4302,NGC4157,12:11:09.1,+50:29:40,2000
4303,NGC4158,12:11:10.4,+20:10:40,2000
4304,NGC4159,12:10:40.9,+76:08:40,2000
4305,NGC4160,12:11:33.4,+43:44:40,2000
4306,NGC4161,12:11:26.4,+57:43:40,2000
4307,NGC4162,12:11:52.2,+24:07:40,2000
4308,NGC4163,12:12:09.7,+36:10:40,2000
4309,NGC4164,12:12:04.5,+13:11:40,2000
4310,NGC4165,12:12:10.5,+13:14:40,2000
4311,NGC4166,12:12:10.4,+17:45:40,2000
4312,NGC4167,12:12:09.7,+36:30:40,2000
4313,NGC4168,12:12:16.5,+13:12:40,2000
4314,NGC4169,12:12:16.0,+29:10:40,2000
4315,NGC4170,12:12:22.0,+29:12:40,2000
4316,NGC4171,12:12:22.0,+29:11:40,2000
4317,NGC4172,12:12:14.4,+56:10:40,2000
4318,NGC4173,12:12:22.0,+29:10:40,2000
4319,NGC4174,12:12:28.0,+29:08:40,2000
4320,NGC4175,12:12:33.9,+29:09:40,2000
4321,NGC4176,12:12:41.2,-09:08:20,2000
4322,NGC4177,12:12:47.4,-14:00:20,2000
4323,NGC4178,12:12:46.6,+10:52:40,2000
4324,NGC4179,12:12:52.9,+01:18:40,2000
4325,NGC4180,12:13:10.7,+07:02:40,2000
4326,NGC4181,12:13:26.6,+50:45:40,2000
4327,NGC4182,12:13:22.8,+04:02:40,2000
4328,NGC4183,12:13:21.1,+43:42:40,2000
4329,NGC4184,12:13:38.6,-62:42:21,2000
4330,NGC4185,12:13:21.9,+28:30:40,2000
4331,NGC4186,12:14:10.4,+14:43:40,2000
4332,NGC4187,12:13:26.6,+50:43:40,2000
